"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1955,1956,1181,-1516,-335,"3115.0",39,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1956,1957,901,-1282,-381,"3075.0",45,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1957,1958,1287,-1874,-587,"3175.0",30,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1958,1959,1400,-1324,76,"3015.0",55,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1959,1960,1245,-864,381,"2975.0",66,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1960,1961,1862,-1563,299,"2975.0",67,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1961,1962,1309,-1744,-435,"3055.0",48,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1962,1963,1553,-1337,216,"3005.0",59,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1963,1964,1282,-1697,-415,"3125.0",37,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1964,1965,620,-1067,-447,"3135.0",35,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1965,1966,1740,-1339,401,"2955.0",72,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1966,1967,1491,-1433,58,"3005.0",58,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1967,1968,712,-777,-65,"3045.0",51,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1968,1969,1435,-1051,384,"2955.0",71,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1969,1970,1410,-1645,-235,"3085.0",44,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1970,1971,1245,-1444,-199,"3065.0",48,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1971,1972,985,-981,4,"3035.0",53,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1972,1973,914,-1345,-431,"3105.0",41,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1973,1974,1353,-1246,107,"3015.0",58,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","SCHWARZBERG",395,46.02,7.93,"Central Europe","Alps",1974,1975,1584,-699,885,"2785.0",93,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
