"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1991,1992,NA,NA,35,"2840.0",57,"Giovanni Kappenberger","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data provided by Atsumu Ohmura.","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1992,1993,1820,-1902,-82,"2845.0",55,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1993,1994,2421,-1977,444,"2800.0",67,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1994,1995,1607,-993,614,"2785.0",70,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1995,1996,1314,-1148,166,"2820.0",62,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1996,1997,2087,-2296,-209,"2865.0",51,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1997,1998,1669,-2743,-1074,">3200.0",0,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1998,1999,1692,-2136,-443,"3100.0",5,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",1999,2000,1923,-2705,-781,"3000.0",15,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2000,2001,3015,-2423,591,"2765.0",76,"Giovanni Kappenberger","","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2001,2002,1676,-2031,-356,"2880.0",48,"Giovanni Kappenberger","","WGMS (2008): FoG 2000-2005 (Vol. IX).","Data reported for MBB No. 8.","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2002,2003,1601,-3643,-2043,">3300.0",0,"Giovanni Kappenberger","","WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).","Data reported for MBB No. 8.","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2003,2004,1702,-2192,-490,"2950.0",33,"Giovanni Kappenberger","","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2004,2005,1369,-2541,-1172,"3100.0",5,"Giovanni Kappenberger","","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2005,2006,962,-3463,-2501,">3300.0",0,"Giovanni Kappenberger","","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2006,2007,800,-1702,-902,"3100.0",5,"Giovanni Kappenberger","","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2007,2008,1145,-2313,-1168,"3100.0",2,"Giovanni Kappenberger","(private)","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","Reference: Glaciological Reports and http://glaciology.ethz.ch/","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2008,2009,2487,-2357,130,"2750.0",70,"Giovanni Kappenberger","(private)","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","Reference: Glaciological Reports and http://glaciology.ethz.ch/","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2009,2010,1557,-2141,-584,"2990.0",30,"Giovanni Kappenberger","(private)","WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).","Reference: Glaciological Reports and http://glaciology.ethz.ch/. WGMS comment: Year was reported as 2009/2010","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2010,2011,1080,-2068,-988,">3135.0",0,"VAW / ETH Zürich","VAW / ETH Zürich","WGMS (2013): GMBB No. 12 (2010-2011).","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2011,2012,1620,-2989,-1369,"3125.0",1,"Giovanni Kappenberger","(private)","Glaciological Reports and http://glaciology.ethz.ch/","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2012,2013,1883,-1801,82,"2885.0",52,"Giovanni Kappenberger","(private)","Glaciological Reports and http://glaciology.ethz.ch/","","CEU"
"CH","BASODINO",463,46.42,8.48,"Central Europe","Alps",2013,2014,1728,-1978,-250,"2920.0",30,"Giovanni Kappenberger","(private)","Huss et. al (2015), Glaciological Reports No 117-132 and http://glaciology.ethz.ch/swiss-glaciers/","","CEU"
