"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2012,2013,1310,-1678,-368,"2929.0",47,"Bernd Seiser","Federal Government of Salzburg, Hydrographischer Dienst","Seiser, B; Fischer, A (2014): Glacier mass balance Venedigerkees, Hohe Tauern, Austria, 2012/2013. doi:10.1594/PANGAEA.833225","Mass balance refers to one glacier part only.","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2013,2014,1317,-1469,-152,"2812.0",67,"Seiser, B; Fischer, A","Hydrographischer Dienst des Landes Salzburg","http://doi.pangaea.de/10.1594/PANGAEA.841726","Mass balance refers to one glacier part only.","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2014,2015,1250,-2817,-1567,"3110.0",38,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","doi:10.1594/PANGAEA.833232","Mass balance refers to one glacier part only.","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2015,2016,1116,-1583,-467,"2937.0",46,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","doi:10.1594/PANGAEA.833232","","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2016,2017,712,-1349,-655,"3100.0",32,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","Seiser, B., Fischer, A. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886089","","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2017,2018,1392,-2437,-1045,"2993.0",41,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","doi:10.1594/PANGAEA.833232","","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2018,2019,1735,-2240,-505,"2907.0",42,"Bernd Seiser","Hydrographischer Dienst Salzburg","https://doi.org/10.1594/PANGAEA.917612","Quality check note: reported acc and abl areas do not fit AAR.","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2019,2020,1408,-1800,-392,"2944.0",45,"Bernd Seiser","Hydrographischer Dienst Salzburg","https://doi.org/10.1594/PANGAEA.917612","Quality check note: reported acc and abl areas do not fit AAR.","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2020,2021,1428,-1676,-248,"2875.0",58,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","Seiser, B., Fischer, A. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886089","","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2021,2022,1207,-3415,-2208,"",0,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","Seiser, B., Fischer, A. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886089","","CEU"
"AT","VENEDIGER K.",10460,47.125,12.34,"Central Europe","Alps",2022,2023,1230,-2553,-1323,"3175.0",NA,"Bernd Seiser","Hydrographischer Dienst des Landes Salzburg","","","CEU"
