"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2006,2007,674,-2121,-1447,"3163.0",21,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2007,2008,1410,-2052,-642,"3115.0",40,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2008,2009,1519,-2006,-487,"3116.0",37,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2009,2010,1307,-1797,-490,"3150.0",33,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2010,2011,824,-2127,-1303,"",15,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2011,2012,1496,-2772,-1276,"",11,"Stocker-Waldhuber Martin, Fischer Andrea, Kuhn Michael","Institut of Meteorology und Geophysics, University Innsbruck, Innrain 52, A-6020 Innsbruck, Austria","WGMS (2015): GGCB No. 1 (2012-2013).","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2012,2013,1677,-1677,-218,"",12,"Martin Stocker-Waldhuber","Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung, Nationalpark Hohe Tauern","WGMS (2015): GGCB No. 1 (2012-2013).","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2013,2014,1161,-1044,117,"3044.0",59,"Stocker-Waldhuber, Martin; Fischer, Andrea","Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","http://doi.pangaea.de/10.1594/PANGAEA.841722","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2014,2015,1367,-2966,-1599,">3470.0",9,"Martin Stocker-Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","http://doi.pangaea.de/10.1594/PANGAEA.806662","ELA above summit.","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2015,2016,1036,-1894,-858,"3196.0",23,"Martin Stocker-Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","http://doi.pangaea.de/10.1594/PANGAEA.806662","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2016,2017,1038,-2378,-1340,"",3,"Martin Stocker- Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","Stocker-Waldhuber, M. et al. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886088","ELA above summit.","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2017,2018,1148,-2387,-1239,"",13,"Martin Stocker- Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","http://doi.pangaea.de/10.1594/PANGAEA.806662","ELA above summit","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2018,2019,1751,-2362,-611,"",22,"Martin Stocker-Waldhuber","Hydrographischer Dienst der Abteilung Wasserwortschaft des Amtes der Tiroler Landesregierung, Nationalpark Hohe Tauern","https://doi.org/doi:10.1594/PANGAEA.806662","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2019,2020,1348,-1741,-393,"3130.0",41,"Martin Stocker-Waldhuber","Hydrographischer Dienst der Abteilung Wasserwortschaft des Amtes der Tiroler Landesregierung, Nationalpark Hohe Tauern","https://doi.org/doi:10.1594/PANGAEA.806662","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2020,2021,1308,-1754,-446,"3122.0",40,"Martin Stocker- Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","Stocker-Waldhuber, M. et al. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886088","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2021,2022,816,-3265,-2449,"",0.7,"Martin Stocker- Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","Stocker-Waldhuber, M. et al. (2017); https://doi.pangaea.de/10.1594/PANGAEA.886088","","CEU"
"AT","ZETTALUNITZ/MULLWITZ K.",578,47.08,12.38,"Central Europe","Alps",2022,2023,915,-2665,-1749,"",0,"Martin Stocker-Waldhuber","Nationalpark Hohe Tauern, Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","","","CEU"
