"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1988,1989,NA,NA,163,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1989,1990,NA,NA,-149,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1990,1991,NA,NA,-457,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1991,1992,NA,NA,-1507,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1992,1993,NA,NA,22,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1993,1994,NA,NA,-1283,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1994,1995,NA,NA,501,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1995,1996,NA,NA,171,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1996,1997,NA,NA,73,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1997,1998,NA,NA,-596,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1998,1999,NA,NA,-888,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",1999,2000,NA,NA,-298,"",NA,"","","","","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",2000,2001,1788,-2176,-388,"2940.0",18,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",2001,2002,1857,-2468,-612,">3100.0",20,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites). ELA >3100.","CEU"
"AT","GOLDBERG K.",1305,47.04,12.97,"Central Europe","Alps",2002,2003,1734,-3540,-1806,">3100.0",0,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites). ELA >3100.","CEU"
