"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1982,1983,1363,-2392,-1029,"3180.0",7,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1983,1984,913,-883,30,"2670.0",57,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1984,1985,1123,-2218,-1095,">3200.0",8,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","Accoring to W. Schöner: ELA >3200.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1985,1986,1167,-2739,-1572,">3200.0",1,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","Accoring to W. Schöner: ELA >3200.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1986,1987,1482,-2307,-825,"3105.0",14,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1987,1988,1259,-2037,-785,"3130.0",11,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1988,1989,1255,-1398,-143,"2940.0",28,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1989,1990,1168,-1928,-760,"3040.0",21,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1990,1991,1258,-2152,-1072,"3070.0",16,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1991,1992,1550,-2798,-1309,">3200.0",7,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","Accoring to W. Schöner: ELA >3200.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1992,1993,1513,-1997,-484,"3020.0",15,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1993,1994,1422,-3039,-1617,"3170.0",5,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1994,1995,1545,-1958,-414,"2940.0",32,"","","Data from Dyurgerov, M.(2002): [32, 69, 75, 75a, 96, 97, 98] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1995,1996,770,-1408,-638,"2860.0",11,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data from Wolfgang Schöner, ZAMG.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1996,1997,2066,-2221,-242,"2880.0",45,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data from Wolfgang Schöner, ZAMG.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1997,1998,1306,-2620,-1313,"3070.0",8,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data from Wolfgang Schöner, ZAMG.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1998,1999,1635,-2807,-1172,"3040.0",13,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data from Wolfgang Schöner, ZAMG.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",1999,2000,1498,-2178,-680,"2990.0",30,"","","WGMS (2005): FoG 1995-2000 (Vol. VIII).","Data from Wolfgang Schöner, ZAMG.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2000,2001,1790,-2090,-300,"2985.0",33,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2001,2002,1399,-2365,-966,"3020.0",4,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2002,2003,1732,-3909,-2177,"3070.0",3,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2003,2004,1501,-1814,-301,"2980.0",28,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2004,2005,1194,-1642,-448,"3020.0",16,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2005,2006,1441,-2218,-778,"3120.0",17,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","Max. number of acc. sites includes 105 probing points and 392 radar points.","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2006,2007,936,-2136,-1201,">3150.0",4,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2007,2008,1784,-2722,-938,">3100.0",15,"Stefan Reisenhofer","ZAMG","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2008,2009,2086,-2671,-584,"2950.0",33,"Stefan Reisenhofer","ZAMG","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"AT","OE. WURTEN K.",545,47.0388,13.0054,"Central Europe","Alps",2009,2010,1366,-1885,-519,">3100.0",20,"Stefan Reisenhofer","ZAMG","WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
