"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1994,1995,NA,NA,500,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1995,1996,NA,NA,-500,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1996,1997,NA,NA,-210,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1997,1998,NA,NA,-1540,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1998,1999,NA,NA,-290,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",1999,2000,NA,NA,-170,"",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","This series has been checked with photogrammetric measurements.","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",2000,2001,NA,NA,460,"2913.0",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",2001,2002,NA,NA,-400,"3044.0",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",2002,2003,NA,NA,-1650,"3250.0",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",2003,2004,NA,NA,-790,"3100.0",NA,"Christian Vincent","CNRS-INSU, UniV. Grenoble Alpes, France.","","","CEU"
"FR","GEBROULAZ",352,45.2979,6.6288,"Central Europe","Alps",2004,2005,NA,NA,-1510,"3200.0",NA,"Christian Vincent, Delphine Six","CNRS-INSU, UniV. Grenoble Alpes, France.","","","CEU"
