"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1918,1919,1363,-1574,-211,"2785.0",45,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1919,1920,1969,-1936,33,"2705.0",64,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1920,1921,674,-3028,-2354,"3065.0",0,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1921,1922,987,-913,74,"2695.0",67,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1922,1923,1391,-1540,-149,"2755.0",51,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1923,1924,1188,-797,391,"2645.0",74,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1924,1925,836,-649,187,"2675.0",69,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1925,1926,1263,-1263,0,"2705.0",64,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1926,1927,1909,-1693,216,"2685.0",68,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1927,1928,947,-1987,-1040,"3035.0",2,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1928,1929,1223,-2557,-1334,"3005.0",6,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1929,1930,958,-1288,-330,"2835.0",33,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1930,1931,1467,-990,477,"2635.0",76,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1931,1932,1081,-2233,-1152,"3025.0",3,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1932,1933,1284,-1055,229,"2665.0",71,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1933,1934,867,-1274,-407,"2835.0",33,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1934,1935,1800,-1510,290,"2655.0",73,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1935,1936,1525,-1414,111,"2685.0",68,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1936,1937,1325,-1311,14,"2705.0",64,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1937,1938,922,-1083,-161,"2755.0",53,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1938,1939,986,-1427,-441,"2825.0",36,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1939,1940,1401,-836,565,"2625.0",79,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1940,1941,1460,-760,700,"2575.0",90,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1941,1942,1016,-2230,-1214,"3015.0",4,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1942,1943,1365,-1792,-427,"2815.0",39,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1943,1944,1130,-1362,-232,"2805.0",41,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1944,1945,2370,-2551,-181,"2765.0",49,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1945,1946,1265,-1162,103,"2695.0",68,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1946,1947,824,-3391,-2567,"3065.0",0,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1947,1948,1947,-884,1063,"2535.0",93,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1948,1949,615,-2070,-1455,"3045.0",1,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1949,1950,1291,-2643,-1352,"3035.0",2,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1950,1951,1751,-2019,-268,"2805.0",42,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1951,1952,1210,-2183,-973,"3005.0",6,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1952,1953,1621,-1886,-265,"2805.0",42,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1953,1954,1103,-1323,-220,"2785.0",45,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1954,1955,1849,-1130,719,"2605.0",83,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1955,1956,1383,-1212,171,"2675.0",72,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1956,1957,1162,-1150,12,"2725.0",62,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1957,1958,1403,-2045,-642,"2865.0",30,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1958,1959,938,-2070,-1132,"3035.0",2,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1959,1960,808,-522,286,"2657.0",72,"VAW / ETH Z¸rich","VAW / ETH Z¸rich","Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/","","CEU"
"CH","SILVRETTA",408,46.85,10.08,"Central Europe","Alps",1960,1961,1211,-1008,203,"2667.0",73,"VAW / ETH Z¸rich","VAW / ETH Z¸rich","Huss et. al (2009, Ann. Glaciol.), Glaciological Reports, http://glaciology.ethz.ch/","","CEU"
