"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",1998,1999,NA,NA,-306,"",NA,"","","","","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",1999,2000,NA,NA,-315,"",NA,"","","","","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2000,2001,1691,-1887,-195,"2920.0",51,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2001,2002,1332,-2140,-808,"3100.0",13,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2002,2003,1614,-3056,-1604,">3100.0",0,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites). ELA >3100.","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2003,2004,1417,-1291,82,"2820.0",75,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2004,2005,1143,-1254,-111,"2850.0",63,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2008): FoG 2000-2005 (Vol. IX).","Max. number of acc. sites includes probing points additionally to snow pits (min. nr. of acc. sites)","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2005,2006,1234,-1889,-655,"3070.0",10,"Andrea Fischer","Hydrographischer Dienst der Abteilung Wasserwirtschaft des Amtes der Tiroler Landesregierung","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2006,2007,989,-1935,-946,"3020.0",23,"Wolfgang Schöner","Central Institute for Meteorology and Geodynamics, Hohe Warte 38, 1190 Wien, Austria","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","Max. number of acc. sites includes 118 probing points and 257 radar points.","CEU"
"AT","KLEINFLEISS K.",547,47.053,12.9472,"Central Europe","Alps",2007,2008,1534,-2157,-623,"3020.0",24,"Bernhard Hynek","ZAMG","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
