"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2006,2007,1933,-2222,-289,"2581.0",49,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2007,2008,2570,-3270,-700,"2592.0",49,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2008,2009,2145,-3069,-924,"2616.0",34,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2009,2010,1634,-2334,-700,"2588.0",48,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2010,2011,1486,-3497,-2011,"2822.0",5,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2011,2012,2725,-3953,-1228,"2664.0",32,"Stocker-Waldhuber Martin, Fischer Andrea, Reingruber Klaus, Helfricht Kay","Institut of Interdisciplionary Mountain Research, Austrian Academy of Sciences, Technikerstrasse 25, A-6020 Innsbruck, Austria","WGMS (2015): GGCB No. 1 (2012-2013).","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2012,2013,1677,-2028,-351,"2584.0",46,"Lea Hartl","Federal Government of Upper Austria","Hartl, Lea; Stocker-Waldhuber, Martin; Fischer, Andrea; Reingruber, Klaus; Helfricht, Kay (2014): Glacier mass balance Hallstätter Gletscher, Dachstein, Austria, 2012/2013. doi:10.1594/PANGAEA.833221","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2013,2014,1275,-1549,-274,"2551.0",56,"Hartl, Lea; Stocker-Waldhuber, Martin; Fischer, Andrea; Reingruber, Klaus; Helfricht, Kay","Energie AG Oberösterreich, Land Oberösterreich Böhmerwaldstrasse 3 Umwelt, Energie, Wasser und KonsumentInnenschutz","http://doi.pangaea.de/10.1594/PANGAEA.833227","","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2014,2015,2120,-4174,-2054,">2900.0",2,"Lea Hartl, Klaus Reingruber","Land Oberösterreich, Energie AG","http://doi.pangaea.de/10.1594/PANGAEA.806609","ELA above summit","CEU"
"AT","HALLSTAETTER G.",535,47.48,13.62,"Central Europe","Alps",2015,2016,2016,-3146,-1130,"2646.0",33,"Lea Hartl, Klaus Reingruber","Land Oberösterreich, Energie AG","http://doi.pangaea.de/10.1594/PANGAEA.806609","","CEU"
