"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1955,1956,1165,-831,334,"3075.0",71,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1956,1957,1169,-704,465,"3035.0",81,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1957,1958,1530,-1648,-118,"3125.0",63,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1958,1959,1403,-1996,-593,"3285.0",38,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1959,1960,1321,-841,480,"3045.0",80,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1960,1961,1603,-1185,418,"3025.0",82,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1961,1962,1158,-1717,-559,"3285.0",39,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1962,1963,1304,-1240,64,"3195.0",52,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1963,1964,1219,-1848,-629,"3235.0",45,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1964,1965,1038,-1296,-258,"3185.0",54,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1965,1966,1800,-1535,265,"3105.0",66,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1966,1967,1462,-822,640,"3025.0",83,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1967,1968,658,-1199,-541,"3255.0",42,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1968,1969,1345,-1248,97,"3125.0",63,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1969,1970,1137,-2000,-863,"3345.0",30,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1970,1971,1139,-1766,-627,"3255.0",41,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1971,1972,1225,-1081,144,"3125.0",63,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1972,1973,1039,-833,206,"3095.0",67,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1973,1974,1415,-1141,274,"3085.0",70,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1974,1975,1362,-1472,-110,"3165.0",58,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1975,1976,927,-1236,-309,"3205.0",49,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1976,1977,2486,-755,1731,"2695.0",99,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1977,1978,2311,-620,1691,"2695.0",99,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1978,1979,968,-1272,-304,"3215.0",48,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1979,1980,1807,-145,1662,"2605.0",100,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1980,1981,1255,-428,827,"2785.0",99,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1981,1982,1428,-1497,-69,"3165.0",57,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1982,1983,1585,-1558,27,"3165.0",56,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1983,1984,929,-1258,-329,"3295.0",36,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1984,1985,1324,-2627,-1303,"3525.0",12,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1985,1986,1639,-2048,-409,"3315.0",33,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1986,1987,887,-3023,-2136,"3815.0",1,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1987,1988,1328,-2878,-1550,"3555.0",10,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1988,1989,1348,-1706,-358,"3265.0",40,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1989,1990,1046,-2630,-1584,"3785.0",3,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1990,1991,1679,-1321,358,"3055.0",77,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1991,1992,1210,-1107,103,"3115.0",64,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1992,1993,1876,-554,1322,"2925.0",94,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1993,1994,1598,-1929,-331,"3185.0",53,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1994,1995,1782,-1492,290,"3095.0",67,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1995,1996,677,-1486,-809,"3285.0",38,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1996,1997,1229,-1359,-130,"3145.0",60,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1997,1998,609,-2851,-2242,"3495.0",15,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1998,1999,1302,-1596,-294,"3175.0",55,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",1999,2000,1086,-994,92,"3115.0",65,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2000,2001,1271,-1301,-30,"3135.0",61,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2001,2002,1287,-1244,43,"3125.0",63,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2002,2003,1402,-3248,-1846,"3345.0",29,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2003,2004,661,-1363,-702,"3265.0",40,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2004,2005,1004,-1796,-792,"3215.0",47,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2005,2006,929,-2196,-1267,"3315.0",34,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2006,2007,1155,-717,438,"3105.0",68,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","annual balance and winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2007,2008,924,-1277,-353,"3185.0",55,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2008,2009,1275,-2328,-1053,"3435.0",21,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2009,2010,977,-1810,-833,"3465.0",18,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2010,2011,434,-1343,-909,"3505.0",16,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2011,2012,1160,-2564,-1404,"3485.0",17,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2012,2013,1359,-1237,122,"3145.0",63,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2013,2014,1377,-1430,-53,"3185.0",54,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","HOHLAUB",3332,46.059,7.9178,"Central Europe","Alps",2014,2015,NA,NA,-1010,"3465.0",19,"Andreas Bauder, Matthias Huss","Laboratory of Hydraulics, Hydrology and Glaciology, ETH Zürich, Zürich, Switzerland","Huss, M., Dhulst, L. and Bauder, A. (2015). New long-term mass balance series for the Swiss Alps. Journal of Glaciology, 61 (227), 551-562.","","CEU"
