"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2001,2002,2084,-2930,-846,">3200.0",9,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2002,2003,3230,-4110,-880,">3200.0",9,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2003,2004,3550,-4770,-1220,">3200.0",9,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2004,2005,2580,-5070,-2490,">3200.0",9,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2005,2006,1950,-4660,-2710,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2006,2007,2660,-4040,-1380,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2007,2008,3230,-3350,-120,"3150.0",43,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2008,2009,3150,-4780,-1630,">3200.0",7,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2009,2010,3010,-3490,-480,">3200.0",35,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2010,2011,2120,-4560,-2440,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2013): GMBB No. 12 (2010-2011).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2011,2012,2360,-5770,-3410,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2015): GGCB No. 1 (2012-2013).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2012,2013,3790,-3550,240,"3000.0",91,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2013,2014,3080,-3390,-310,"3100.0",56,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2017): GGCB No. 2 (2014-2015).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2014,2015,2590,-4870,-2280,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","WGMS (2017): GGCB No. 2 (2014-2015).","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2015,2016,2770,-4220,-1450,">3200.0",5,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
"FR","OSSOUE",2867,42.7712,-0.14344,"Central Europe","Southern and Eastern Europe",2016,2017,2620,-5010,-2390,">3200.0",0,"Pierre RENÉ","Association Moraine, http://asso.moraine.free.fr","","","CEU"
