"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1966,1967,1133,-1527,-394,"3255.0",42,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1967,1968,849,-437,412,"3045.0",84,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1968,1969,1085,-781,304,"3045.0",84,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1969,1970,1339,-1168,171,"3075.0",77,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1970,1971,631,-2207,-1576,"3445.0",4,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1971,1972,921,-1182,-261,"3185.0",61,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1972,1973,884,-1208,-324,"3205.0",56,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1973,1974,740,-1090,-350,"3275.0",34,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1974,1975,1307,-1256,51,"3085.0",74,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1975,1976,805,-1799,-994,"3345.0",15,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1976,1977,1682,-1009,673,"3035.0",85,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1977,1978,1481,-682,799,"2995.0",88,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1978,1979,1176,-1709,-533,"3255.0",42,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1979,1980,1334,-363,971,"3005.0",88,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1980,1981,1425,-1075,350,"3065.0",80,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1981,1982,1490,-2077,-587,"3235.0",47,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1982,1983,1385,-1789,-404,"3215.0",54,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1983,1984,882,-1423,-541,"3235.0",48,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1984,1985,1181,-1212,-31,"3095.0",71,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
"CH","GIETRO",367,46,7.38,"Central Europe","Alps",1985,1986,1529,-2260,-731,"3245.0",46,"","VAW / ETH Zuerich","Huss et al. 2015, Journal of Glaciology","winter balance = reconstructed","CEU"
