"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1963,1964,NA,NA,-1260,"",2,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1964,1965,NA,NA,1890,"",100,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1965,1966,NA,NA,680,"",97,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1966,1967,NA,NA,190,"",79,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1967,1968,NA,NA,350,"",94,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1968,1969,NA,NA,-430,"",8,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1969,1970,NA,NA,280,"",90,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1970,1971,NA,NA,-300,"",16,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1971,1972,NA,NA,120,"",65,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1972,1973,NA,NA,-860,"",2,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1973,1974,NA,NA,690,"",98,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1974,1975,NA,NA,560,"",100,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1975,1976,NA,NA,280,"",89,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1976,1977,NA,NA,230,"",82,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1977,1978,NA,NA,870,"",100,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1978,1979,NA,NA,130,"",73,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
"AT","FILLECK K.",476,47.14,12.597,"Central Europe","Alps",1979,1980,NA,NA,860,"",100,"","","Slupetzky, H. (1979), VAW Mitteilungen, 41, p. 281-299.","","CEU"
