"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1961,1962,860,-90,770,"1870.0",100,"Tormod Klemsdal (University of Oslo)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","NVE database 2016","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1962,1963,400,-1107,-706,">2350.0",0,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Østrem, G. and O. Liestoel (eds.) (1964): Glas. unders. i Norge 1963, Norsk Polarinstitutt Meddelelser 90, 1964, 59 p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1963,1964,361,-714,-352,"2160.0",18,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Østrem, G. and O. Liestoel (eds.) (1964): Glasio-hydrologiske undersøkelser i Norge 1964, NVE Meddelelser 14, 1964, 90 p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1964,1965,765,-357,407,"1890.0",94,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Pytte, R. and O. Liestoel (eds.) (1965): Gladio-hydrologiske undersøkelser i Norge 1965, NVE ÅrsRap. fra brekontoret 1966, 64 p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1965,1966,723,-1008,-285,"2150.0",21,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Pytte, R. (ed.) (1967): Glas. unders. i Norge i 1966, NVE Rap. 2-1967, 83 p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1966,1967,1453,-743,710,"<1870.0",100,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Østrem, G. and R. Pytte (ed.) (1968): Glas. unders. i Norge i 1967, NVE Rap. 4-1968, 131p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1967,1968,1026,-1106,-79,"2140.0",24,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Pytte, R. (ed.) (1969): Glas. unders. i Norge i 1968, NVE Rap. 5-1968, 149p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1968,1969,695,-2053,-1358,">2275.0",0,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Pytte, R. (ed.) (1970): Glas. unders. i Norge i 1969, NVE Rap. 5-1970, 96p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1969,1970,572,-1235,-663,"2200.0",9,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Tvede, A. (ed.) (1971): Glas. unders. i Norge i 1970, NVE Rap. 2-1971, 110p.","Original","SCA"
"NO","GRAASUBREEN",299,61.657,8.6,"Scandinavia","Scandinavia South East",1970,1971,494,-965,-470,"2200.0",9,"Glacier group (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Tvede, A. (ed.) (1973): Glas. unders. i Norge i 1971, NVE Rap. 2-1973, 110 p.","Original","SCA"
