"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1948,1949,2280,-2080,200,"1650.0",70,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1949,1950,1520,-1810,-290,"1750.0",50,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1950,1951,1130,-1670,-540,"1770.0",45,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1951,1952,1440,-1130,310,"1630.0",74,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1952,1953,1400,-2250,-850,"1850.0",20,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1953,1954,1210,-1980,-770,"1830.0",26,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1954,1955,1570,-2060,-490,"1800.0",36,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1955,1956,1310,-1480,-170,"1705.0",61,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1956,1957,1420,-1370,50,"1680.0",65,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
"NO","STORBREEN",302,61.57,8.13,"Scandinavia","Scandinavia South East",1957,1958,1540,-1620,-80,"1700.0",62,"Olav Liestoel (Norwegian Polar Institute)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Liestoel, O. (1967): Storbreen glacier in Jotunheimen, Norway. Norsk Polarinstitutt Skrifter nr. 141, 63 s.","Original","SCA"
