"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1963,1964,2200,-1500,700,"1190.0",NA,"Olav Orheim","University of Oslo","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1964,1965,2320,-1760,560,"1250.0",NA,"Olav Orheim","University of Oslo","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1965,1966,1630,-2400,-770,"1590.0",NA,"Olav Orheim","University of Oslo","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1966,1967,2720,-1500,1220,"1190.0",NA,"Olav Orheim","University of Oslo","Liestøl, O. 1969: Norsk Polarinstitutt Årbok 1967.","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1972,1973,NA,NA,1500,"",NA,"","","Liestøl, O. 1975: Norsk Polarinstitutt Årbok 1973.","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1973,1974,NA,NA,800,"",NA,"","","Liestøl, O. 1976: Norsk Polarinstitutt Årbok 1974.","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1974,1975,NA,NA,1000,"",NA,"","","Liestøl, O. 1977: Norsk Polarinstitutt Årbok 1975.","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1978,1979,NA,NA,1100,"",NA,"","","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1979,1980,NA,NA,-1400,"",NA,"","","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1980,1981,NA,NA,200,"",NA,"","","","","SCA"
"NO","STORE SUPPHELLEBREEN",287,61.52,6.8,"Scandinavia","Scandinavia South West",1981,1982,NA,NA,-1700,"",NA,"","","Liestøl, O. 1983: Norsk Polarinstitutt Årbok 1982.","","SCA"
