"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1962,1963,2518,-3214,-695,"1270.0",37,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Glas. unders. i Norge 1963. Norsk Polarinstitutt Meddelelser nr. 90.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1963,1964,2661,-2375,285,"1165.0",69,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Pytte, R og G. Østrem, G (Red) (1965): Glasio-hydrologiske undersøkelser i Norge 1964. NVE Meddelelse nr.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1964,1965,3748,-3069,679,"1105.0",83,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Pytte, R og O. Liestoel (1966): Glasio-hydrologiske undersøkelser i Norge 1965. ÅrsRap. fra Brekontoret","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1965,1966,2400,-3929,-1528,">1380.0",0,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Pytte, R. (1967): Glasio-hydrologiske undersøkelser i Norge 1966. NVE Rap. 2-67.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1966,1967,4426,-3123,1303,"1020.0",94,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Østrem, G og R. Pytte (1968): Glas. unders. i Norge 1967. NVE Rap. 4-68.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1967,1968,4650,-3637,1012,"1090.0",86,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Pytte, R. (1969): Glas. unders. i Norge 1968. NVE Rap. 5-69.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1968,1969,2583,-4924,-2341,">1380.0",0,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Pytte, R. (1970): Glas. unders. i Norge 1969. NVE Rap. 5-70.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1969,1970,2652,-3778,-1126,">1380.0",0,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Tvede, A.M. (1971): Glas. unders. i Norge 1970. NVE Rap. 2-71.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1970,1971,4144,-3312,831,"1130.0",77,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Tvede, A.M. (1973): Glas. unders. i Norge 1971. NVE Rap. 2-73.","Homogenized","SCA"
"NO","AALFOTBREEN",317,61.75,5.65,"Scandinavia","Scandinavia South West",1971,1972,3782,-3741,41,"1205.0",58,"Glacier group/Bjarne Kjøllmoen (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Kjøllmoen, B. (2016): Reanalysing a glacier mb series - Ålfotbreen (1963-2010) and Hansebreen (1986-2010). NVE Rap. 31-2016. Tvede, A.M. (1974): Glas. unders. i Norge 1972. NVE Rap. 1-74.","Homogenized","SCA"
