"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1975,1976,NA,NA,-1036,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1976,1977,NA,NA,395,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1977,1978,NA,NA,514,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1978,1979,NA,NA,-142,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1979,1980,NA,NA,441,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1980,1981,NA,NA,-494,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1981,1982,NA,NA,-169,"",NA,"Louis Reynaud","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1982,1983,NA,NA,-368,"",NA,"Christian Vincent","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1983,1984,NA,NA,-90,"",NA,"Christian Vincent","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1984,1985,NA,NA,387,"",NA,"Christian Vincent","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
"FR","ARGENTIERE",354,45.9535,6.9846,"Central Europe","Alps",1985,1986,NA,NA,-913,"",NA,"Christian Vincent","CNRS, Institut National des Sciences de l'Univers","","Reanalysed mass-balances series.","CEU"
