"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1966,1967,NA,NA,-390,"3165.0",15,"","","","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1967,1968,NA,NA,260,"3045.0",70,"","","","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1968,1969,NA,NA,0,"3084.0",53,"","","","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1969,1970,NA,NA,-630,"3155.0",17,"","","","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1970,1971,NA,NA,-650,"3159.0",17,"","","PSFG (1977): FoG 1970-1975 (Vol. III).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1971,1972,NA,NA,400,"3014.0",82,"","","PSFG (1977): FoG 1970-1975 (Vol. III).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1972,1973,NA,NA,-1280,"3251.0",3,"","","PSFG (1977): FoG 1970-1975 (Vol. III).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1973,1974,NA,NA,-320,"3137.0",25,"","","PSFG (1977): FoG 1970-1975 (Vol. III).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1974,1975,NA,NA,170,"3053.0",67,"","","PSFG (1977): FoG 1970-1975 (Vol. III).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1975,1976,610,-880,-270,"3200.0",9,"","","PSFG (1985): FoG 1975-1980 (Vol. IV).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1976,1977,1890,-900,990,"2857.0",NA,"","","PSFG (1985): FoG 1975-1980 (Vol. IV).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1977,1978,1200,-1120,80,"3060.0",64,"","","PSFG (1985): FoG 1975-1980 (Vol. IV).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1978,1979,1100,-1280,-180,"3125.0",32,"","","PSFG (1985): FoG 1975-1980 (Vol. IV).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1979,1980,NA,NA,10,"3083.0",54,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1980,1981,NA,NA,-840,"3350.0",NA,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1981,1982,690,-2370,-1680,"3350.0",NA,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1982,1983,NA,NA,-790,"3350.0",NA,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1983,1984,NA,NA,-590,"3272.0",3,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1984,1985,NA,NA,-760,"3279.0",3,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","Data from Dyurgerov, M.(2002): ELA = 3350, AAR = 3.","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1985,1986,NA,NA,-1140,">3383.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1986,1987,NA,NA,-1640,">3485.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1987,1988,NA,NA,-1010,">3398.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1988,1989,NA,NA,-820,"3275.0",3,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1989,1990,NA,NA,-1580,">3420.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1990,1991,NA,NA,-1730,">3463.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1991,1992,NA,NA,-1200,">3315.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1992,1993,NA,NA,-300,"3148.0",14,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1993,1994,NA,NA,-1740,"3330.0",19,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1994,1995,NA,NA,-1080,">3330.0",0,"","","Data from Dyurgerov, M.(2002): [2, 3, 4, 5, 6, 69, 75, 75a] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1995,1996,NA,NA,-1320,">3463.0",0,"G. ZANON","CGI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1996,1997,NA,NA,-930,"3264.0",2,"G. ZANON","CGI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1997,1998,NA,NA,-2240,">3651.0",0,"G. ZANON","CGI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1998,1999,NA,NA,-1800,">3398.0",0,"G. ZANON","CGI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",1999,2000,NA,NA,-1610,">3740.0",0,"G. ZANON","CGI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2000,2001,NA,NA,-250,"3170.0",12,"","","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2001,2002,NA,NA,-1149,"3250.0",1,"Comitato Glaciologico Trentino SAT","Comitato Glaciologico Italiano","WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2002,2003,NA,NA,-3317,">3700.0",0,"Comitato Glaciologico Trentino SAT","Comitato Glaciologico Italiano","WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2003,2004,NA,NA,-1562,">3430.0",0,"Comitato Glaciologico Trentino SAT","Comitato Glaciologico Italiano","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2004,2005,NA,NA,-2005,">3391.0",0,"Comitato Glaciologico Trentino SAT","Comitato Glaciologico Italiano","WGMS (2008): FoG 2000-2005 (Vol. IX).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2005,2006,841,-2934,-2093,">3279.0",0,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2006,2007,382,-3127,-2745,">3279.0",0,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2007,2008,744,-2596,-1851,">3277.0",0,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","Floating data system","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2008,2009,1347,-2583,-1236,"3260.0",1,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).","Floating data system","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2009,2010,1054,-2016,-962,"3250.0",9,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2013): GMBB No. 12 (2010-2011).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2010,2011,869,-2791,-1922,">3278.0",0,"Luca Carturan","SAT - Comitato Glaciologico Trentino, Via Manci 57, 38100 Trento, Italy","WGMS (2013): GMBB No. 12 (2010-2011).","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2011,2012,800,-3260,-2460,">3285.0",0,"Luca Carturan","TeSAF - University of Padua - Viale dell'Università, 16, 35020, Legnaro, Padova (Italy)","Carturan et al., (2013): The Cryosphere, 7, 1819-1838, doi:10.5194/tc-7-1819-2013","","CEU"
"IT","CARESER",635,46.4512,10.7085,"Central Europe","Alps",2012,2013,1482,-2521,-1039,">3283.0",1,"Luca Carturan","TeSAF - University of Padua - Viale dell'Università, 16, 35020, Legnaro, Padova (Italy)","WGMS (2015): GGCB No. 1 (2012-2013).","","CEU"
