"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1986,1987,NA,NA,-920,">3050.0",0,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1987,1988,NA,NA,-970,">3080.0",0,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1988,1989,NA,NA,-570,"2950.0",26,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1989,1990,NA,NA,-1160,">3100.0",0,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1990,1991,NA,NA,-1210,">3025.0",0,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1991,1992,NA,NA,-770,"2980.0",26,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1992,1993,NA,NA,-286,"2960.0",30,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1993,1994,NA,NA,-712,"2975.0",28,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1994,1995,NA,NA,-728,"3000.0",14,"","","Data from Dyurgerov, M.(2002): [6, 69] For detailed reference information consult Dyurgerov's Appendix 1!","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1995,1996,NA,NA,-816,"3045.0",10.1,"G. DIOLAIUTI - S. SMIRAGLIA","CGI - CAI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1996,1997,NA,NA,-814,"3000.0",22.5,"G. DIOLAIUTI - S. SMIRAGLIA","CGI - CAI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1997,1998,NA,NA,-1682,"3054.0",7.8000002,"G. DIOLAIUTI - S. SMIRAGLIA","CGI - CAI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1998,1999,NA,NA,-1209,"3017.0",17.799999,"G. DIOLAIUTI - S. SMIRAGLIA","CGI - CAI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",1999,2000,NA,NA,-1440,"3045.0",10.3,"G. DIOLAIUTI - S. SMIRAGLIA","CGI - CAI","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",2008,2009,NA,NA,-700,"",NA,"","","Cogley (2009, Ann. Glaciol., 50 (50), 96-100.; updated in 2015-01).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",2009,2010,NA,NA,-800,"",NA,"","","Cogley (2009, Ann. Glaciol., 50 (50), 96-100.; updated in 2015-01).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",2010,2011,NA,NA,-1700,"",NA,"","","Cogley (2009, Ann. Glaciol., 50 (50), 96-100.; updated in 2015-01).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",2011,2012,NA,NA,-1890,"",NA,"","","Cogley (2009, Ann. Glaciol., 50 (50), 96-100.; updated in 2015-01).","","CEU"
"IT","SFORZELLINA",667,46.348,10.5127,"Central Europe","Alps",2012,2013,NA,NA,-748,"",NA,"","","Cogley (2009, Ann. Glaciol., 50 (50), 96-100.; updated in 2015-01).","","CEU"
