"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",1999,2000,1056,-1694,-638,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2000,2001,2451,-1382,1069,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2001,2002,1426,-2636,-1210,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2002,2003,1066,-2839,-1733,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2003,2004,1400,-2538,-1138,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2004,2005,1134,-2459,-1325,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2005,2006,1072,-2927,-1855,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2006,2007,1065,-2436,-1371,"",NA,"","","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2007,2008,1322,-2685,-1363,"3050.0",13,"Luigi Motta","Dip. Sc. Terra Univ. Torino","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
"IT","GRAND ETRET",1238,45.476,7.2188,"Central Europe","Alps",2008,2009,2846,-2473,373,"",76,"Valerio Bertoglio e Stefano cerise","Parco Nazionale Gran Paradiso e Universit… di Torino","Rossotto et al. (2020): Ghiacciaio del Grand Etrét, bilancio di massa 2019-2020. Parco Nazionale Gran Paradiso, CGI: 18 pp.","Bw, Bs and Ba from summary table in Rossotto et al. (2020).","CEU"
