"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1963,1964,1926,-1616,310,"1395.0",73,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G. and O. Liestøl (eds.) (1964) Glasio-hydrologiske undersøkelser i Norge 1964, NVE Meddelelser 14, 1964, 90 p.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68.","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1964,1965,1948,-2315,-367,"1505.0",52,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. og O. Liestøl (1966): Glasio-hydrologiske undersøkelser i Norge 1965. Årsrapport fra Brekontoret.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68.","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1965,1966,1545,-2880,-1335,">1656.0",0,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1967): Glasio-hydrologiske undersøkelser i Norge 1966. NVE Rapport 2-1967.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68.","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1966,1967,3000,-1704,1295,"1350.0",80,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Østrem, G og R. Pytte (1968): Glasiologiske undersøkelser i Norge 1967. NVE Rapport 4-1968.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68.","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1967,1968,3460,-2836,624,"1395.0",73,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Pytte, R. (1969): Glasiologiske undersøkelser i Norge 1968. NVE Rapport 5-1969.","Originally Breidablikkbrea and Gråfjellsbrea was calculated together for the period 1964-68.","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1973,1974,2172,-1551,621,"1370.0",77,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Tvede, A., B. Wold and G. Østrem (ed.) (1975); Glasiologiske undersøkelser i Norge i 1974, NVE Rapport 5-1975, 71 p+app.","","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",1974,1975,2566,-2285,282,"1425.0",69,"Glacier group (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Wold, B. and Hagen, J. O. (ed.) (1977); Glasiologiske undesøkelser i Norge 1975, NVE Rapport 2-1977, 66 p.","","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",2002,2003,1909,-4090,-2181,">1651.0",0,"Bjarne Kjøllmoen (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (2014): Glasiologiske undersøkelser på Folgefonna 2002-2013. Sluttrapport. NVE Oppdragsrapport A 9-2014.","","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",2003,2004,2053,-2819,-765,"1565.0",19,"Bjarne Kjøllmoen (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (2014): Glasiologiske undersøkelser på Folgefonna 2002-2013. Sluttrapport. NVE Oppdragsrapport A 9-2014.","","SCA"
"NO","GRAAFJELLSBREA",1320,60.083,6.399,"Scandinavia","Scandinavia South West",2004,2005,3150,-3133,17,"1460.0",67,"Bjarne Kjøllmoen (NVE)","","Kjøllmoen, B. (2017): Homogenisering av korte massebalanseserier i Norge. NVE Rapport 33-2017. Kjøllmoen, B. (2014): Glasiologiske undersøkelser på Folgefonna 2002-2013. Sluttrapport. NVE Oppdragsrapport A 9-2014.","","SCA"
