"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1987,1988,1946,-3375,-1429,"1575.0",21,"Tron Laumann/Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC; 10, 535-552, doi:10.5194/tc-10-535-2016, Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991, 79 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1988,1989,3185,-1600,1585,"1271.0",95,"Tron Laumann/Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Østrem, G. (ed.) (1991): Massbalansemålinger på norske breer 1988 og 1989, NVE Publikasjon 11-1991, 79 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1989,1990,3662,-2723,938,"1315.0",90,"Tron Laumann/Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, H. Elvehøy and N. Haakensen (ed.) (1992): Glas. unders. i Norge i 1990 og 1991, NVE Publikasjon 3-1992, 103 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1990,1991,1655,-1651,3,"1420.0",73,"Tron Laumann/Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, H. Elvehøy and N. Haakensen (ed.) (1992): Glas. unders. i Norge i 1990 og 1991, NVE Publikasjon 3-1992, 103 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1991,1992,2797,-2262,535,"1375.0",82,"Tron Laumann/Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Haakensen, N. (ed.) (1995): Glas. unders. i Norge i 1992 og 1993, NVE Publikasjon 8-1995, 139 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1992,1993,2603,-1777,825,"1321.0",89,"Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Haakensen, N. (ed.) (1995): Glas. unders. i Norge i 1992 og 1993, NVE Publikasjon 8-1995, 139 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1993,1994,1800,-1873,-72,"1425.0",73,"Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Elvehøy, H., N. Haakensen, M. Kennett, B. Kjøllmoen, J. Kohler and A. M. Tvede (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997, 192 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1994,1995,2714,-2096,618,"1358.0",83,"Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Elvehøy, H., N. Haakensen, M. Kennett, B. Kjøllmoen, J. Kohler and A. M. Tvede (1997): Glas. unders. i Norge i 1994 og 1995, NVE Publikasjon 19-1997, 192 p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1995,1996,1203,-2292,-1089,"1566.0",24,"Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 og 1997, NVE Rap. 20-1998, 134p.","Homogenized","SCA"
"NO","AUSTDALSBREEN",321,61.815,7.352,"Scandinavia","Scandinavia South West",1996,1997,2674,-3224,-550,"1450.0",63,"Hallgeir Elvehøy (NVE)","Norwegian Water Resources and Energy Directorate (NVE): Middelthunsgate 29, POBox 5091, 0301 Oslo, Norway","Andreassen et al. (2016): TC: 10, 535-552, doi:10.5194/tc-10-535-2016, Kjøllmoen, B. (ed.) (1998): Glas. unders. i Norge 1996 og 1997, NVE Rap. 20-1998, 134p.","Homogenized","SCA"
