"Glaciological.Mass.Balance"
"ANNUAL_BALANCE = Annual mass balance of the glacier (from REFERENCE_YEAR to SURVEY_YEAR) in millimeters water equivalent (mm w.e.)."
"INVESTIGATOR / SPONS_AGENCY / REFERENCE / REMARKS = As reported to the WGMS."
"When using these data, please cite the World Glacier Monitoring Service (WGMS) as below, and/or the original sources listed in the INVESTIGATOR, SPONS_AGENCY, and REFERENCE columns."
"WGMS (2024): Fluctuations of Glaciers Database. World Glacier Monitoring Service (WGMS), Zurich, Switzerland. https://doi.org/10.5904/wgms-fog-2024-01"
"Note that this file contains only a minimal set of data fields."
"Information on all available attributes can be found on the WGMS website (https://wgms.ch/downloads/WGMS_AttributeDescription.pdf)."
"Full data can be downloaded (https://wgms.ch/data_databaseversions) or ordered by email (wgms@geo.uzh.ch)."
"PU","NAME","WGMS_ID","LATITUDE","LONGITUDE","GEOREG1","GEOREG2","REFERENCE_YEAR","SURVEY_YEAR","WINTER_BALANCE","SUMMER_BALANCE","ANNUAL_BALANCE","ELA","AAR","INVESTIGATOR","SPONS_AGENCY","REFERENCE","REMARKS","GLACIER_REGION_CODE"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1989,1990,1290,-1400,-120,"1615.0",26,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1990,1991,1150,-1390,-200,"1640.0",25,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","Data from Dyurgerov, M.(2002): ELA = 1624, AAR = 25 [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1991,1992,1310,-1220,90,"1539.0",51,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1992,1993,1300,-1030,270,"1533.0",54,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1993,1994,820,-1160,-340,"1619.0",23,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1994,1995,1080,-980,100,"1521.0",59,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1995,1996,820,-1210,-380,"1631.0",19,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1996,1997,1700,-1900,-200,"1634.0",15,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1997,1998,830,-1110,-280,"1611.0",23,"","","Data from Dyurgerov, M.(2002): [69, 91, 92, 93] For detailed reference information consult Dyurgerov's Appendix 1!","","SCA"
"SE","MARMAGLACIAEREN",1461,68.08,18.68,"Scandinavia","Scandinavia, North",1998,1999,1100,-1400,-300,"1644.0",15,"Per Holmlund","Department of Physical Geography and Quaternary Geology, Stockholm University, S-106 91 Stockholm, S","WGMS (2005): FoG 1995-2000 (Vol. VIII).","","SCA"
